id,hotel,book_number,rooms,amount,prepay,price_per_night,pmnt_type,date_book,date_cancel,date_in,nights,date_out,channel,status_book,object,guests,room_type_agg,target
93392,6,20220526-21997-128585876,1,18905,8550,9452.5,Банк. карта: Банк Россия (банк. карта),2022-03-16,,2022-05-26,2,2022-05-28,Сайт,Активный,ТНК ЛП,1,Студия,1
93393,6,20220319-21997-128585173,2,19300,19300,9650,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-16,,2022-03-19,1,2022-03-20,Сайт,Активный,ТНК ЛП,5,Стандарт,1
93395,6,20220322-21997-128580963,1,17100,17100,8550,Банк. карта: Банк Россия (банк. карта),2022-03-16,,2022-03-22,2,2022-03-24,Сайт,Активный,ТНК ЛП,2,Студия,1
93396,6,20220402-21997-128559179,2,15000,15000,7500,Банк. карта: Банк Россия (банк. карта),2022-03-16,,2022-04-02,1,2022-04-03,Сайт,Активный,ТНК ЛП,4,Стандарт,1
93397,6,20220614-21997-128557671,1,15810,15810,5270,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-16,,2022-06-14,3,2022-06-17,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93398,6,20220318-21997-128548178,1,7500,0,7500,При заселении,2022-03-16,,2022-03-18,1,2022-03-19,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93399,6,20220416-21997-128534780,1,7500,0,7500,При заселении,2022-03-16,,2022-04-16,1,2022-04-17,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93400,6,20220328-21997-128529644,2,23560,23560,5890,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-16,,2022-03-28,2,2022-03-30,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93401,6,20220507-21997-128526211,1,20710,20710,10355,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-16,,2022-05-07,2,2022-05-09,Сайт,Активный,ТНК ЛП,3,Студия,1
93402,6,20220507-21997-128512863,1,31065,31065,10355,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-16,,2022-05-07,3,2022-05-10,Сайт,Активный,ТНК ЛП,2,Студия,1
93404,6,20220627-21997-128501089,1,32400,8100,8100,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-15,,2022-06-27,4,2022-07-01,Сайт,Активный,ТНК ЛП,1,Студия,1
93405,6,20220627-21997-128500505,1,22320,0,5580,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-15,2022-03-15,2022-06-27,4,2022-07-01,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93408,6,20220507-21997-128475238,1,15000,0,7500,Внешняя система оплаты,2022-03-15,2022-03-15,2022-05-07,2,2022-05-09,OTA,Отмена,ТНК ЛП,1,Стандарт,0
93410,6,20220315-21997-128452463,1,6200,0,6200,При заселении,2022-03-15,,2022-03-15,1,2022-03-16,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93412,6,20220329-21997-128408787,1,50130,50130,12532.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-15,,2022-03-29,4,2022-04-02,Сайт,Активный,ТНК ЛП,4,Студия,1
93413,6,20220605-21997-128403634,1,47515,47515,7919.17,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-15,,2022-06-05,6,2022-06-11,Сайт,Активный,ТНК ЛП,2,Студия,1
93415,6,20220507-21997-128397776,1,23560,23560,11780,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-15,,2022-05-07,2,2022-05-09,Сайт,Активный,ТНК ЛП,3,Студия,1
93416,6,20220624-21997-128353482,1,20710,20710,10355,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-15,,2022-06-24,2,2022-06-26,Сайт,Активный,ТНК ЛП,1,Студия,1
93417,6,20220510-21997-128350560,2,24130,24130,6032.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-03-15,,2022-05-10,2,2022-05-12,OTA,Активный,ТНК ЛП,3,Стандарт,1
93419,6,20220524-21997-128293861,1,22950,7650,7650,Банк. карта: Банк Россия (банк. карта),2022-03-14,2022-03-17,2022-05-24,3,2022-05-27,Сайт,Отмена,ТНК ЛП,4,Студия,0
93421,6,20220501-21997-128293720,1,19125,6375,6375,Банк. карта: Банк Россия (банк. карта),2022-03-14,2022-03-16,2022-05-01,3,2022-05-04,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93422,6,20220704-21997-128289987,1,32400,8100,8100,Банк. карта: Банк Россия (банк. карта),2022-03-14,,2022-07-04,4,2022-07-08,Сайт,Активный,ТНК ЛП,2,Студия,1
93423,6,20220324-21997-128260881,1,6400,0,6400,При заселении,2022-03-14,2022-03-16,2022-03-24,1,2022-03-25,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93425,6,20220325-21997-128245629,1,14440,0,7220,При заселении,2022-03-14,,2022-03-25,2,2022-03-27,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93426,6,20220411-21997-128243240,1,22950,0,7650,При заселении,2022-03-14,2022-03-29,2022-04-11,3,2022-04-14,Сайт,Отмена,ТНК ЛП,2,Студия,0
93429,6,20220703-21997-128215442,1,72080,72080,8008.89,Банк. карта: Банк Россия (банк. карта),2022-03-14,,2022-07-04,9,2022-07-13,Сайт,Активный,ТНК ЛП,2,Студия,1
93430,6,20220401-21997-128200439,1,20995,0,10497.5,При заселении,2022-03-14,,2022-04-01,2,2022-04-03,Сайт,Активный,ТНК ЛП,1,Студия,1
93431,6,20220324-21997-128133982,1,20330,0,6776.67,При заселении,2022-03-13,2022-03-20,2022-03-24,3,2022-03-27,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93432,6,20220326-21997-128109570,1,13205,0,6602.5,При заселении,2022-03-13,,2022-03-26,2,2022-03-28,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93433,6,20220329-21997-128071051,1,15810,0,5270,При заселении,2022-03-12,,2022-03-29,3,2022-04-01,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93434,6,20220313-21997-128065894,1,6400,0,6400,При заселении,2022-03-12,,2022-03-13,1,2022-03-14,Сайт,Активный,ТНК ЛП,3,Стандарт,1
93435,6,20220721-21997-128060741,2,74160,0,7416,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-12,2022-03-19,2022-07-21,5,2022-07-26,Сайт,Неподтвержденные,ТНК ЛП,2,Стандарт,0
93436,6,20220325-21997-127916849,1,14250,7125,7125,Банк. карта: Банк Россия (банк. карта),2022-03-12,,2022-03-25,2,2022-03-27,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93438,6,20220319-21997-127960769,1,7900,7900,7900,Банк. карта: Банк Россия (банк. карта),2022-03-11,,2022-03-19,1,2022-03-20,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93441,6,20220312-21997-127948527,1,11495,0,11495,При заселении,2022-03-11,,2022-03-12,1,2022-03-13,Сайт,Активный,ТНК ЛП,1,Студия,1
93442,6,20220313-21997-127901353,1,11780,0,5890,При заселении,2022-03-11,,2022-03-13,2,2022-03-15,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93445,6,20220505-21997-127883966,1,46530,10350,11632.5,Банк. карта: Банк Россия (банк. карта),2022-03-11,,2022-05-05,4,2022-05-09,Сайт,Активный,ТНК ЛП,4,Студия,1
93447,6,20220424-21997-127871078,1,22320,5580,5580,Банк. карта: Банк Россия (банк. карта),2022-03-11,,2022-04-24,4,2022-04-28,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93448,6,20220313-21997-127865976,1,11780,0,5890,При заселении,2022-03-11,2022-03-13,2022-03-13,2,2022-03-15,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93451,6,20220429-21997-127832128,1,39240,9810,9810,Банк. карта: Банк Россия (банк. карта),2022-03-10,,2022-04-29,4,2022-05-03,Сайт,Активный,ТНК ЛП,2,Студия,1
93452,6,20220412-21997-127824034,1,15810,0,5270,При заселении,2022-03-10,2022-03-10,2022-04-12,3,2022-04-15,OTA,Отмена,ТНК ЛП,1,Стандарт,0
93454,6,20220311-21997-127799015,1,7500,7500,7500,Банк. карта: Банк Россия (банк. карта),2022-03-10,,2022-03-11,1,2022-03-12,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93455,6,20220502-21997-127786454,1,7500,7500,7500,Банк. карта: Банк Россия (банк. карта),2022-03-10,2022-04-24,2022-05-02,1,2022-05-03,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93456,6,20220614-21997-127784587,1,43110,10350,10777.5,Банк. карта: Банк Россия (банк. карта),2022-03-10,,2022-06-14,4,2022-06-18,Сайт,Активный,ТНК ЛП,3,Студия,1
93457,6,20220312-21997-127764533,1,7500,0,7500,При заселении,2022-03-10,,2022-03-12,1,2022-03-13,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93458,6,20220624-21997-127762319,1,20710,10355,10355,Банк. карта: Банк Россия (банк. карта),2022-03-10,2022-03-15,2022-06-24,2,2022-06-26,Сайт,Отмена,ТНК ЛП,1,Студия,0
93459,6,20220321-21997-127714519,1,6200,0,6200,При заселении,2022-03-10,2022-03-16,2022-03-21,1,2022-03-22,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93460,6,20220331-21997-127712830,1,9300,9300,9300,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-10,2022-03-28,2022-03-31,1,2022-04-01,Сайт,Отмена,ТНК ЛП,1,Студия,0
93461,6,20220331-21997-127712662,1,6200,0,6200,При заселении,2022-03-10,2022-03-28,2022-03-31,1,2022-04-01,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93463,6,20220330-21997-127703889,2,12400,0,6200,При заселении,2022-03-09,,2022-03-30,1,2022-03-31,Сайт,Активный,ТНК ЛП,4,Стандарт,1
93464,6,20220430-21997-127701297,1,21375,7125,7125,Банк. карта: Банк Россия (банк. карта),2022-03-09,,2022-04-30,3,2022-05-03,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93466,6,20220327-21997-127633210,2,40035,0,6672.5,При заселении,2022-03-09,,2022-03-27,3,2022-03-30,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93467,6,20220310-21997-127597725,1,13015,0,6507.5,При заселении,2022-03-09,,2022-03-10,2,2022-03-12,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93468,6,20220312-21997-127582221,1,6500,0,6500,При заселении,2022-03-09,2022-03-23,2022-03-26,1,2022-03-27,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93469,6,20220617-21997-127574829,1,20140,7125,6713.33,Банк. карта: Банк Россия (банк. карта),2022-03-08,,2022-06-17,3,2022-06-20,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93472,6,20220329-21997-127546153,1,47790,11160,11947.5,Банк. карта: Банк Россия (банк. карта),2022-03-08,2022-03-15,2022-03-29,4,2022-04-02,Сайт,Отмена,ТНК ЛП,4,Студия,0
93473,6,20220718-21997-127530603,1,104720,9775,9520,Банк. карта: Банк Россия (банк. карта),2022-03-08,,2022-07-18,11,2022-07-29,Сайт,Активный,ТНК ЛП,2,Студия,1
93476,6,20220328-21997-127470067,1,20330,0,10165,При заселении,2022-03-07,,2022-03-28,2,2022-03-30,Сайт,Активный,ТНК ЛП,1,Студия,1
93477,6,20220612-21997-127467288,1,44820,12060,11205,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-07,,2022-06-12,4,2022-06-16,Сайт,Активный,ТНК ЛП,3,Студия,1
93478,6,20220430-21997-127417381,2,28500,14250,7125,Банк. карта: Банк Россия (банк. карта),2022-03-07,2022-04-01,2022-04-30,2,2022-05-02,Сайт,Отмена,ТНК ЛП,4,Стандарт,0
93480,6,20220507-21997-127365294,1,20710,10355,10355,Банк. карта: Банк Россия (банк. карта),2022-03-06,,2022-05-07,2,2022-05-09,Сайт,Активный,ТНК ЛП,3,Студия,1
93481,6,20220307-21997-127364109,1,10100,0,10100,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-06,2022-03-07,2022-03-07,1,2022-03-08,OTA,Неподтвержденные,ТНК ЛП,1,Стандарт,0
93482,6,20220716-21997-127349698,1,18905,10355,9452.5,Банк. карта: Банк Россия (банк. карта),2022-03-06,,2022-07-16,2,2022-07-18,Сайт,Активный,ТНК ЛП,1,Студия,1
93484,6,20220306-21997-127331633,1,19600,9500,9800,Банк. карта: Банк Россия (банк. карта),2022-03-06,,2022-03-06,2,2022-03-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93486,6,20220314-21997-127313569,1,11780,0,5890,При заселении,2022-03-06,,2022-03-14,2,2022-03-16,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93487,6,20220307-21997-127309184,1,10100,10100,10100,Банк. карта: Банк Россия (банк. карта),2022-03-06,,2022-03-07,1,2022-03-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93488,6,20220306-21997-127307332,1,9500,9500,9500,Банк. карта: Банк Россия (банк. карта),2022-03-06,,2022-03-06,1,2022-03-07,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93489,6,20220326-21997-127301864,2,15000,0,7500,При заселении,2022-03-06,2022-03-21,2022-03-26,1,2022-03-27,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93490,6,20220306-21997-127295772,1,9500,9500,9500,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-06,,2022-03-06,1,2022-03-07,OTA,Активный,ТНК ЛП,1,Стандарт,1
93493,6,20220306-21997-127263097,1,9500,9500,9500,Банк. карта: Банк Россия (банк. карта),2022-03-06,,2022-03-06,1,2022-03-07,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93494,6,20220403-21997-127256770,1,27900,5580,5580,Банк. карта: Банк Россия (банк. карта),2022-03-05,,2022-04-03,5,2022-04-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93495,6,20220306-21997-127255833,1,20200,0,10100,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-05,2022-03-06,2022-03-06,2,2022-03-08,OTA,Неподтвержденные,ТНК ЛП,1,Стандарт,0
93497,6,20220307-21997-127245682,2,35200,20200,8800,Банк. карта: Банк Россия (банк. карта),2022-03-05,,2022-03-07,2,2022-03-09,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93500,6,20220412-21997-127197991,1,11780,0,5890,При заселении,2022-03-05,2022-04-04,2022-04-12,2,2022-04-14,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93501,6,20220306-21997-127160150,1,28600,10100,14300,Банк. карта: Банк Россия (банк. карта),2022-03-05,,2022-03-06,2,2022-03-08,Сайт,Активный,ТНК ЛП,2,Студия,1
93502,6,20220310-21997-127122064,1,6200,0,6200,При заселении,2022-03-05,2022-03-10,2022-03-10,1,2022-03-11,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93503,6,20220307-21997-127077734,1,25100,13600,12550,Банк. карта: Банк Россия (банк. карта),2022-03-04,,2022-03-07,2,2022-03-09,Сайт,Активный,ТНК ЛП,4,Студия,1
93504,6,20220307-21997-127061452,1,10100,10100,10100,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-04,,2022-03-07,1,2022-03-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93506,6,20220328-21997-126963817,1,33840,8100,8460,Банк. карта: Банк Россия (банк. карта),2022-03-03,,2022-03-28,4,2022-04-01,Сайт,Активный,ТНК ЛП,2,Студия,1
93509,6,20220621-21997-126942422,1,6200,6200,6200,Банк. карта: Банк Россия (банк. карта),2022-03-03,,2022-06-21,1,2022-06-22,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93510,6,20220303-21997-126910007,1,6400,0,6400,При заселении,2022-03-03,,2022-03-03,1,2022-03-04,OTA,Активный,ТНК ЛП,1,Стандарт,1
93511,6,20220307-21997-126899458,1,25100,0,12550,Гарантия банковской картой,2022-03-03,2022-03-06,2022-03-07,2,2022-03-09,OTA,Отмена,ТНК ЛП,3,Студия,0
93512,6,20220307-21997-126882963,1,13600,0,13600,Гарантия банковской картой,2022-03-02,2022-03-03,2022-03-07,1,2022-03-08,Сайт,Отмена,ТНК ЛП,1,Студия,0
93513,6,20220308-21997-126871480,1,52020,0,8670,При заселении,2022-03-02,,2022-03-08,6,2022-03-14,Сайт,Активный,ТНК ЛП,2,Студия,1
93515,6,20220307-21997-126857701,1,10100,0,10100,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-02,2022-03-02,2022-03-07,1,2022-03-08,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93517,6,20220306-21997-126839184,1,20200,10100,10100,Банк. карта: Банк Россия (банк. карта),2022-03-02,,2022-03-06,2,2022-03-08,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93518,6,20220701-21997-126822930,1,20140,7125,6713.33,Банк. карта: Банк Россия (банк. карта),2022-03-02,2022-04-11,2022-07-01,3,2022-07-04,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93519,6,20220303-21997-126816255,1,6200,0,6200,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-02,2022-03-03,2022-03-03,1,2022-03-04,Сайт,Неподтвержденные,ТНК ЛП,1,Стандарт,0
93520,6,20220526-21997-126801569,1,8000,8000,8000,Банк. карта: Банк Россия (банк. карта),2022-03-02,2022-04-07,2022-05-26,1,2022-05-27,Сайт,Отмена,ТНК ЛП,1,Студия,0
93521,6,20220430-21997-126790275,1,38190,12730,12730,Банк. карта: Банк Россия (банк. карта),2022-03-02,,2022-04-30,3,2022-05-03,Сайт,Активный,ТНК ЛП,3,Студия,1
93522,6,20220303-21997-126780979,3,48500,48500,8083.33,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-02,,2022-03-03,2,2022-03-05,Сайт,Активный,ТНК ЛП,3,Стандарт,1
93523,6,20220501-21997-126776240,1,34900,7500,6980,Банк. карта: Банк Россия (банк. карта),2022-03-01,2022-03-02,2022-05-01,5,2022-05-06,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93524,6,20220507-21997-126765272,1,21375,7125,7125,Банк. карта: Банк Россия (банк. карта),2022-03-01,2022-03-15,2022-05-07,3,2022-05-10,Сайт,Отмена,ТНК ЛП,3,Стандарт,0
93527,6,20220305-21997-126748647,1,17290,17290,8645,Банк. карта: Банк Россия (банк. карта),2022-03-01,,2022-03-05,2,2022-03-07,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93529,6,20220304-21997-126715544,1,11500,11500,11500,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-01,,2022-03-04,1,2022-03-05,Сайт,Активный,ТНК ЛП,1,Студия,1
93530,6,20220328-21997-126671395,1,33830,0,5638.33,При заселении,2022-02-28,2022-03-01,2022-03-28,6,2022-04-03,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93534,6,20220303-21997-126663567,1,31635,31635,10545,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-28,,2022-03-03,3,2022-03-06,Сайт,Активный,ТНК ЛП,3,Студия,1
93537,6,20220402-21997-126590709,2,72250,72250,5160.71,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-28,,2022-04-02,7,2022-04-09,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93538,6,20220302-21997-126576421,1,8370,0,8370,Гарантия банковской картой,2022-02-28,,2022-03-01,1,2022-03-02,OTA,Активный,ТНК ЛП,1,Студия,1
93539,6,20220605-21997-126564772,1,11160,0,5580,Гарантия банковской картой,2022-02-28,,2022-06-05,2,2022-06-07,OTA,Активный,ТНК ЛП,1,Стандарт,1
93540,6,20220228-21997-126559266,1,20900,0,10450,При заселении,2022-02-28,,2022-02-28,2,2022-03-02,Сайт,Активный,ТНК ЛП,1,Студия,1
93541,6,20220630-21997-126522265,1,13015,5890,6507.5,Банк. карта: Банк Россия (банк. карта),2022-02-28,,2022-06-30,2,2022-07-02,Сайт,Активный,ТНК ЛП,3,Стандарт,1
93543,6,20220312-21997-126515623,1,13015,13015,6507.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-27,,2022-03-12,2,2022-03-14,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93544,6,20220306-21997-126515606,1,16055,0,8027.5,При заселении,2022-02-27,,2022-03-06,2,2022-03-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93548,6,20220302-21997-126484280,1,17280,0,8640,Гарантия банковской картой,2022-02-27,,2022-03-02,2,2022-03-04,OTA,Активный,ТНК ЛП,1,Студия,1
93549,6,20220709-21997-126479653,1,56780,9265,8111.43,Банк. карта: Банк Россия (банк. карта),2022-02-27,,2022-07-09,7,2022-07-16,Сайт,Активный,ТНК ЛП,1,Студия,1
93550,6,20220303-21997-126417192,1,13205,0,6602.5,При заселении,2022-02-27,,2022-03-03,2,2022-03-05,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93551,6,20220305-21997-126415013,1,16400,0,8200,Гарантия банковской картой,2022-02-26,,2022-03-05,2,2022-03-07,OTA,Активный,ТНК ЛП,1,Стандарт,1
93552,6,20220226-21997-126388929,1,9500,0,9500,При заселении,2022-02-26,,2022-02-26,1,2022-02-27,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93553,6,20220226-21997-126388805,1,9500,0,9500,При заселении,2022-02-26,,2022-02-26,1,2022-02-27,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93554,6,20220313-21997-126362351,1,17100,17100,8550,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-26,,2022-03-13,2,2022-03-15,Сайт,Активный,ТНК ЛП,2,Студия,1
93557,6,20220226-21997-126330792,1,8550,0,8550,Гарантия банковской картой,2022-02-26,,2022-02-26,1,2022-02-27,OTA,Активный,ТНК ЛП,1,Стандарт,1
93558,6,20220312-21997-126316346,1,6750,0,6750,Гарантия банковской картой,2022-02-26,,2022-03-12,1,2022-03-13,OTA,Активный,ТНК ЛП,1,Стандарт,1
93559,6,20220303-21997-126296345,1,20710,20710,6903.33,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-25,2022-03-02,2022-03-03,3,2022-03-06,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93560,6,20220527-21997-126276512,1,14250,7125,7125,Банк. карта: Банк Россия (банк. карта),2022-02-25,2022-03-15,2022-05-27,2,2022-05-29,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93562,6,20220304-21997-126259273,1,93420,0,10380,Гарантия банковской картой,2022-02-25,,2022-03-04,9,2022-03-13,OTA,Активный,ТНК ЛП,1,Студия,1
93564,6,20220311-21997-126163648,1,19620,0,9810,Гарантия банковской картой,2022-02-25,,2022-03-11,2,2022-03-13,OTA,Активный,ТНК ЛП,1,Студия,1
93566,6,20220609-21997-126104910,1,25830,0,6457.5,Гарантия банковской картой,2022-02-24,,2022-06-09,4,2022-06-13,OTA,Активный,ТНК ЛП,1,Стандарт,1
93567,6,20220606-21997-126096502,1,58395,7650,8342.14,Банк. карта: Банк Россия (банк. карта),2022-02-24,,2022-06-06,7,2022-06-13,Сайт,Активный,ТНК ЛП,2,Студия,1
93569,6,20220810-21997-126082057,1,14000,14000,14000,Банк. карта: Банк Россия (банк. карта),2022-02-24,,2022-08-10,1,2022-08-11,Сайт,Активный,ТНК ЛП,1,Студия,1
93571,6,20220814-21997-126035053,1,47515,7650,7919.17,Банк. карта: Банк Россия (банк. карта),2022-02-24,,2022-08-14,6,2022-08-20,Сайт,Активный,ТНК ЛП,1,Студия,1
93575,6,20220305-21997-126025306,1,23370,23370,7790,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-23,2022-02-26,2022-03-05,3,2022-03-08,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93576,6,20220308-21997-126018192,1,6750,0,6750,Гарантия банковской картой,2022-02-23,,2022-03-08,1,2022-03-09,OTA,Активный,ТНК ЛП,1,Стандарт,1
93578,6,20220306-21997-126015643,1,15210,0,7605,Гарантия банковской картой,2022-02-23,,2022-03-06,2,2022-03-08,OTA,Активный,ТНК ЛП,1,Стандарт,1
93579,6,20220309-21997-126010792,1,11780,11780,5890,Банк. карта: Банк Россия (банк. карта),2022-02-23,,2022-03-09,2,2022-03-11,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93581,6,20220306-21997-125976292,1,16055,16055,8027.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-23,,2022-03-06,2,2022-03-08,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93582,6,20220306-21997-125976259,2,30420,0,7605,Гарантия банковской картой,2022-02-23,,2022-03-06,2,2022-03-08,OTA,Активный,ТНК ЛП,2,Стандарт,1
93583,6,20220319-21997-125973198,1,7300,0,7300,При заселении,2022-02-23,,2022-03-19,1,2022-03-20,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93584,6,20220224-21997-125967054,2,28440,0,7110,Гарантия банковской картой,2022-02-23,,2022-02-24,2,2022-02-26,OTA,Активный,ТНК ЛП,2,Стандарт,1
93585,6,20220228-21997-125965671,1,13600,0,4533.33,При заселении,2022-02-23,,2022-03-01,3,2022-03-04,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93586,6,20220409-21997-125918548,1,18905,18905,9452.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-22,,2022-04-09,2,2022-04-11,Сайт,Активный,ТНК ЛП,2,Студия,1
93587,6,20220225-21997-125881955,1,8100,0,8100,Гарантия банковской картой,2022-02-22,2022-02-23,2022-02-25,1,2022-02-26,OTA,Отмена,ТНК ЛП,1,Стандарт,0
93588,6,20220309-21997-125871473,1,17670,9600,8835,Отложенная электронная оплата: Банк Россия (банк. карта),2022-02-22,,2022-03-09,2,2022-03-11,OTA,Активный,ТНК ЛП,1,Студия,1
93589,6,20220225-21997-125852626,1,16435,16435,8217.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-22,,2022-02-25,2,2022-02-27,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93590,6,20220306-21997-125846043,1,16055,16055,8027.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-02-22,2022-03-05,2022-03-06,2,2022-03-08,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
93591,6,20220529-21997-125813073,1,32400,5580,8100,Банк. карта: Банк Россия (банк. карта),2022-02-22,,2022-05-29,4,2022-06-02,Сайт,Активный,ТНК ЛП,3,Студия,1
93593,6,20220225-21997-125792344,1,25110,0,12555,Гарантия банковской картой,2022-02-21,,2022-02-25,2,2022-02-27,OTA,Активный,ТНК ЛП,1,Студия,1
93594,6,20220430-21997-125761466,1,14250,7125,7125,Банк. карта: Банк Россия (банк. карта),2022-02-21,2022-03-13,2022-04-30,2,2022-05-02,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93597,6,20220223-21997-125725116,1,7110,0,7110,Гарантия банковской картой,2022-02-21,2022-02-23,2022-02-23,1,2022-02-24,OTA,Отмена,ТНК ЛП,1,Стандарт,0
93598,6,20220221-21997-125720842,1,5940,0,5940,Гарантия банковской картой,2022-02-21,,2022-02-21,1,2022-02-22,OTA,Активный,ТНК ЛП,1,Стандарт,1
93599,6,20220306-21997-125700380,1,16055,0,8027.5,При заселении,2022-02-21,,2022-03-06,2,2022-03-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
