id,hotel,book_number,rooms,amount,prepay,price_per_night,pmnt_type,date_book,date_cancel,date_in,nights,date_out,channel,status_book,object,guests,room_type_agg,target
618,1,20191209-6634-55279615,1,7000,0,7000,Гарантия банковской картой,2019-11-10,2019-11-16,2019-12-09,1,2019-12-10,OTA,Отмена,Игора,1,Стандарт,0
619,1,20200130-6634-55277049,1,16910,16910,8455,Банк. карта: Банк Россия (банк. карта),2019-11-10,,2020-01-30,2,2020-02-01,Сайт,Активный,Игора,2,Стандарт,1
620,1,20200109-6634-55265177,1,14100,0,14100,Гарантия банковской картой,2019-11-10,2019-12-19,2020-01-09,1,2020-01-10,OTA,Отмена,Игора,1,Апартаменты,0
621,1,20200109-6634-55264146,6,52600,0,8766.67,Гарантия банковской картой,2019-11-10,2019-12-03,2020-01-09,1,2020-01-10,OTA,Отмена,Игора,6,Стандарт,0
623,1,20191115-6634-55258542,1,8000,8000,8000,Банк. карта: Банк Россия (банк. карта),2019-11-10,2019-11-13,2019-11-15,1,2019-11-16,Сайт,Отмена,Игора,2,Стандарт,0
624,1,20191202-6634-55256635,1,11970,11970,5985,Банк. карта: Банк Россия (банк. карта),2019-11-10,2019-11-17,2019-12-02,2,2019-12-04,Сайт,Отмена,Игора,1,Стандарт,0
626,1,20191219-6634-55249445,1,5200,5200,5200,Банк. карта: Банк Россия (банк. карта),2019-11-10,,2019-12-19,1,2019-12-20,Сайт,Активный,Игора,3,Стандарт,1
628,1,20191124-6634-55222354,1,4700,0,4700,Гарантия банковской картой,2019-11-09,,2019-11-24,1,2019-11-25,OTA,Активный,Игора,1,Стандарт,1
629,1,20191118-6634-55221921,1,10260,0,5130,При заселении,2019-11-09,2019-11-17,2019-11-18,2,2019-11-20,Сайт,Отмена,Игора,3,Стандарт,0
633,1,20191113-6634-55209680,1,17300,0,8650,При заселении,2019-11-09,2019-11-09,2019-11-13,2,2019-11-15,Сайт,Отмена,Игора,1,Стандарт,0
635,1,20191109-6634-55207228,1,12900,12900,12900,Банк. карта: Банк Россия (банк. карта),2019-11-09,,2019-11-09,1,2019-11-10,Сайт,Активный,Игора,1,Апартаменты,1
637,1,20191230-6634-55202641,1,111900,111900,37300,Банк. карта: Банк Россия (банк. карта),2019-11-09,,2019-12-30,3,2020-01-02,Сайт,Активный,Игора,5,Апартаменты,1
639,1,20191116-6634-55180750,2,11800,11800,5900,Банк. карта: Банк Россия (банк. карта),2019-11-08,,2019-11-16,1,2019-11-17,Сайт,Активный,Игора,2,Стандарт,1
642,1,20191129-6634-55167962,1,22706,22706,11353,Банк. карта: Банк Россия (банк. карта),2019-11-08,,2019-11-29,2,2019-12-01,Сайт,Активный,Игора,3,Апартаменты,1
643,1,20191108-6634-55165081,1,7200,0,7200,Гарантия банковской картой,2019-11-08,2019-11-08,2019-11-08,1,2019-11-09,OTA,Отмена,Игора,1,Стандарт,0
644,1,20191122-6634-55164086,1,41706,41706,20853,Банк. карта: Банк Россия (банк. карта),2019-11-08,,2019-11-22,2,2019-11-24,Сайт,Активный,Игора,3,Коттедж,1
646,1,20191108-6634-55158793,1,7200,0,7200,Гарантия банковской картой,2019-11-08,,2019-11-08,1,2019-11-09,OTA,Активный,Игора,1,Стандарт,1
647,1,20191108-6634-55154490,1,7200,0,7200,Гарантия банковской картой,2019-11-08,,2019-11-08,1,2019-11-09,OTA,Активный,Игора,1,Стандарт,1
648,1,20191109-6634-55151171,1,12900,0,12900,Гарантия банковской картой,2019-11-08,,2019-11-09,1,2019-11-10,OTA,Активный,Игора,1,Апартаменты,1
650,1,20200112-6634-55146060,1,151900,151900,25316.67,Банк. карта: Банк Россия (банк. карта),2019-11-08,,2020-01-12,6,2020-01-18,Сайт,Активный,Игора,6,Коттедж,1
652,1,20191126-6634-55142690,1,3250,0,3250,При заселении,2019-11-08,2019-11-24,2019-11-26,1,2019-11-27,Сайт,Отмена,Игора,1,Стандарт,0
653,1,20200111-6634-55141350,1,13490,13490,6745,Банк. карта: Банк Россия (банк. карта),2019-11-08,,2020-01-11,2,2020-01-13,Сайт,Активный,Игора,1,Стандарт,1
654,1,20191108-6634-55139718,1,11780,11780,5890,Банк. карта: Банк Россия (банк. карта),2019-11-08,,2019-11-08,2,2019-11-10,Сайт,Активный,Игора,1,Стандарт,1
655,1,20191123-6634-55132498,1,12500,0,12500,Гарантия банковской картой,2019-11-08,2019-11-19,2019-11-23,1,2019-11-24,OTA,Отмена,Игора,1,Апартаменты,0
656,1,20191202-6634-55127581,1,110400,110400,27600,Банк. карта: Банк Россия (банк. карта),2019-11-08,2019-11-08,2019-12-02,4,2019-12-06,Сайт,Отмена,Игора,1,Коттедж,0
657,1,20191114-6634-55112912,1,21661,21661,10830.5,Банк. карта: Банк Россия (банк. карта),2019-11-07,,2019-11-14,2,2019-11-16,Сайт,Активный,Игора,1,Апартаменты,1
658,1,20200109-6634-55112087,1,5500,0,5500,Гарантия банковской картой,2019-11-07,2019-11-13,2020-01-09,1,2020-01-10,OTA,Отмена,Игора,1,Стандарт,0
660,1,20191109-6634-55098361,1,6200,0,6200,Гарантия банковской картой,2019-11-07,2019-11-09,2019-11-09,1,2019-11-10,OTA,Отмена,Игора,1,Стандарт,0
661,1,20200204-6634-55092183,1,161200,161200,26866.67,Банк. карта: Банк Россия (банк. карта),2019-11-07,,2020-02-04,6,2020-02-10,Сайт,Активный,Игора,3,Коттедж,1
662,1,20191107-6634-55089735,1,4700,0,4700,При заселении,2019-11-07,,2019-11-07,1,2019-11-08,Сайт,Активный,Игора,1,Стандарт,1
664,1,20191109-6634-55083729,1,6200,0,6200,Гарантия банковской картой,2019-11-07,,2019-11-09,1,2019-11-10,OTA,Активный,Игора,1,Стандарт,1
666,1,20200109-6634-55077826,1,13775,13775,6887.5,Банк. карта: Банк Россия (банк. карта),2019-11-07,2020-01-07,2020-01-09,2,2020-01-11,Сайт,Отмена,Игора,2,Стандарт,0
667,1,20191109-6634-55069982,1,6200,6200,6200,Банк. карта: Банк Россия (банк. карта),2019-11-07,,2019-11-09,1,2019-11-10,Сайт,Активный,Игора,3,Стандарт,1
671,1,20191108-6634-55052263,1,31100,0,15550,При заселении,2019-11-07,,2019-11-08,2,2019-11-10,Сайт,Активный,Игора,2,Апартаменты,1
672,1,20191109-6634-55044350,1,6900,6900,6900,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-11-09,1,2019-11-10,Сайт,Активный,Игора,1,Стандарт,1
674,1,20191123-6634-55033248,1,8250,8250,8250,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-11-23,1,2019-11-24,Сайт,Активный,Игора,1,Апартаменты,1
675,1,20191122-6634-55032914,1,43890,43890,21945,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-11-22,2,2019-11-24,Сайт,Активный,Игора,5,Коттедж,1
676,1,20200112-6634-55030750,1,5200,0,5200,Гарантия банковской картой,2019-11-06,,2020-01-12,1,2020-01-13,OTA,Активный,Игора,1,Стандарт,1
677,1,20191120-6634-55025186,1,5100,0,5100,Гарантия банковской картой,2019-11-06,2019-11-18,2019-11-20,1,2019-11-21,OTA,Отмена,Игора,1,Стандарт,0
678,1,20191108-6634-55023784,1,40900,40900,20450,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-11-08,2,2019-11-10,Сайт,Активный,Игора,2,Коттедж,1
679,1,20191123-6634-55022159,1,11700,0,11700,Гарантия банковской картой,2019-11-06,2019-11-22,2019-11-23,1,2019-11-24,OTA,Отмена,Игора,1,Апартаменты,0
681,1,20191110-6634-55020189,1,4700,0,4700,Гарантия банковской картой,2019-11-06,,2019-11-10,1,2019-11-11,OTA,Активный,Игора,1,Стандарт,1
682,1,20200109-6634-55016161,1,31900,0,15950,Гарантия банковской картой,2019-11-06,2019-11-20,2020-01-09,2,2020-01-11,OTA,Отмена,Игора,1,Апартаменты,0
683,1,20191229-6634-55007620,1,27600,27600,27600,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-12-29,1,2019-12-30,Сайт,Активный,Игора,1,Коттедж,1
684,1,20191119-6634-55002291,1,4400,0,4400,Гарантия банковской картой,2019-11-06,,2019-11-19,1,2019-11-20,OTA,Активный,Игора,1,Стандарт,1
686,1,20191109-6634-54999522,1,18241,18241,9120.5,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-11-09,2,2019-11-11,Сайт,Активный,Игора,4,Апартаменты,1
688,1,20191113-6634-54983585,1,22950,0,7650,Гарантия банковской картой,2019-11-06,2019-11-06,2019-11-13,3,2019-11-16,OTA,Отмена,Игора,1,Апартаменты,0
689,1,20191116-6634-54982982,1,6200,6200,6200,Банк. карта: Банк Россия (банк. карта),2019-11-06,,2019-11-16,1,2019-11-17,Сайт,Активный,Игора,1,Стандарт,1
690,1,20200307-6634-54965390,1,30300,0,15150,Гарантия банковской картой,2019-11-05,2019-11-18,2020-03-07,2,2020-03-09,OTA,Отмена,Игора,1,Апартаменты,0
691,1,20200322-6634-54958160,1,127100,0,14122.22,Гарантия банковской картой,2019-11-05,2020-03-17,2020-03-22,9,2020-03-31,OTA,Отмена,Игора,1,Апартаменты,0
692,1,20191122-6634-54944314,1,56810,56810,28405,Банк. карта: Банк Россия (банк. карта),2019-11-05,,2019-11-22,2,2019-11-24,Сайт,Активный,Игора,8,Коттедж,1
695,1,20191124-6634-54924186,1,5400,0,5400,При заселении,2019-11-05,2019-11-23,2019-11-24,1,2019-11-25,Сайт,Отмена,Игора,2,Стандарт,0
698,1,20191201-6634-54897707,1,13870,13870,6935,Банк. карта: Банк Россия (банк. карта),2019-11-05,2019-11-26,2019-12-01,2,2019-12-03,Сайт,Отмена,Игора,3,Стандарт,0
700,1,20200202-6634-54893800,1,53200,0,13300,Гарантия банковской картой,2019-11-05,2020-01-23,2020-02-02,4,2020-02-06,OTA,Отмена,Игора,1,Апартаменты,0
701,1,20191117-6634-54893401,1,5400,0,5400,Гарантия банковской картой,2019-11-05,2019-11-12,2019-11-17,1,2019-11-18,OTA,Отмена,Игора,1,Стандарт,0
702,1,20200119-6634-54893331,2,19600,0,4900,Гарантия банковской картой,2019-11-05,2020-01-17,2020-01-19,2,2020-01-21,OTA,Отмена,Игора,2,Стандарт,0
703,1,20200221-6634-54890963,1,66881,66881,22293.67,Банк. карта: Банк Россия (банк. карта),2019-11-04,,2020-02-21,3,2020-02-24,Сайт,Активный,Игора,2,Коттедж,1
704,1,20191116-6634-54890467,1,24100,24100,24100,Банк. карта: Банк Россия (банк. карта),2019-11-04,2019-11-09,2019-11-16,1,2019-11-17,Сайт,Отмена,Игора,2,Коттедж,0
706,1,20200306-6634-54887282,1,84455,84455,28151.67,Банк. карта: Банк Россия (банк. карта),2019-11-04,,2020-03-06,3,2020-03-09,Сайт,Активный,Игора,6,Коттедж,1
708,1,20191105-6634-54881909,1,26934,0,8978,При заселении,2019-11-04,,2019-11-05,3,2019-11-08,Сайт,Активный,Игора,1,Апартаменты,1
710,1,20191126-6634-54874182,1,15800,0,15800,При заселении,2019-11-04,,2019-11-26,1,2019-11-27,Сайт,Активный,Игора,2,Коттедж,1
712,1,20191227-6634-54865257,1,28025,28025,9341.67,Банк. карта: Банк Россия (банк. карта),2019-11-04,2019-12-16,2019-12-27,3,2019-12-30,Сайт,Отмена,Игора,3,Стандарт,0
713,1,20191120-6634-54859758,1,7790,0,3895,При заселении,2019-11-04,,2019-11-20,2,2019-11-22,Сайт,Активный,Игора,3,Стандарт,1
715,1,20200109-6634-54857001,1,31500,0,15750,Гарантия банковской картой,2019-11-04,2020-01-03,2020-01-09,2,2020-01-11,OTA,Отмена,Игора,1,Апартаменты,0
717,1,20191105-6634-54855252,1,8930,0,4465,При заселении,2019-11-04,,2019-11-05,2,2019-11-07,Сайт,Активный,Игора,2,Стандарт,1
718,1,20191106-6634-54851994,1,4700,0,4700,При заселении,2019-11-04,2019-11-07,2019-11-06,1,2019-11-07,Сайт,Отмена,Игора,2,Стандарт,0
720,1,20200323-6634-54836746,1,70200,0,14040,Гарантия банковской картой,2019-11-03,2020-03-05,2020-03-23,5,2020-03-28,OTA,Отмена,Игора,1,Апартаменты,0
721,1,20191124-6634-54834238,1,4400,0,4400,Гарантия банковской картой,2019-11-03,,2019-11-24,1,2019-11-25,OTA,Активный,Игора,1,Стандарт,1
723,1,20191118-6634-54830859,1,4100,0,4100,При заселении,2019-11-03,2019-11-17,2019-11-18,1,2019-11-19,Сайт,Отмена,Игора,1,Стандарт,0
725,1,20191103-6634-54828803,1,28900,0,28900,Гарантия банковской картой,2019-11-03,,2019-11-03,1,2019-11-04,OTA,Активный,Игора,1,Коттедж,1
726,1,20191219-6634-54816673,1,7300,0,7300,Гарантия банковской картой,2019-11-03,,2019-12-19,1,2019-12-20,OTA,Активный,Игора,1,Стандарт,1
727,1,20191121-6634-54808854,1,4100,0,4100,Гарантия банковской картой,2019-11-03,,2019-11-21,1,2019-11-22,OTA,Активный,Игора,1,Стандарт,1
728,1,20191106-6634-54806858,1,4700,0,4700,Гарантия банковской картой,2019-11-03,,2019-11-06,1,2019-11-07,OTA,Активный,Игора,1,Стандарт,1
729,1,20191103-6634-54802227,1,6390,0,6390,Гарантия банковской картой,2019-11-03,,2019-11-03,1,2019-11-04,OTA,Активный,Игора,1,Стандарт,1
730,1,20191116-6634-54799130,1,5900,5900,5900,Банк. карта: Банк Россия (банк. карта),2019-11-03,,2019-11-16,1,2019-11-17,Сайт,Активный,Игора,2,Стандарт,1
731,1,20191103-6634-54795638,1,7100,0,7100,Гарантия банковской картой,2019-11-03,,2019-11-03,1,2019-11-04,OTA,Активный,Игора,1,Стандарт,1
732,1,20200120-6634-54794386,1,26100,0,8700,Гарантия банковской картой,2019-11-02,2020-01-02,2020-01-20,3,2020-01-23,OTA,Отмена,Игора,1,Стандарт,0
733,1,20191108-6634-54793693,1,51110,51110,25555,Банк. карта: Банк Россия (банк. карта),2019-11-02,2019-11-06,2019-11-08,2,2019-11-10,Сайт,Отмена,Игора,1,Коттедж,0
734,1,20191125-6634-54791967,1,5100,0,5100,При заселении,2019-11-02,2019-11-22,2019-11-25,1,2019-11-26,Сайт,Отмена,Игора,1,Стандарт,0
736,1,20191121-6634-54768085,1,4100,0,4100,Гарантия банковской картой,2019-11-02,2019-11-03,2019-11-21,1,2019-11-22,OTA,Отмена,Игора,1,Стандарт,0
737,1,20200114-6634-54764118,1,21375,21375,10687.5,Банк. карта: Банк Россия (банк. карта),2019-11-02,,2020-01-14,2,2020-01-16,Сайт,Активный,Игора,3,Стандарт,1
741,1,20200218-6634-54734846,1,4900,0,4900,Гарантия банковской картой,2019-11-01,2020-02-19,2020-02-18,1,2020-02-19,OTA,Отмена,Игора,1,Стандарт,0
743,1,20191104-6634-54725785,1,6000,0,6000,Гарантия банковской картой,2019-11-01,,2019-11-04,1,2019-11-05,OTA,Активный,Игора,1,Стандарт,1
744,1,20191103-6634-54722972,1,28900,0,28900,Гарантия банковской картой,2019-11-01,2019-11-01,2019-11-03,1,2019-11-04,OTA,Отмена,Игора,1,Коттедж,0
745,1,20191219-6634-54718936,6,57850,57850,9641.67,Банк. карта: Банк Россия (банк. карта),2019-11-01,,2019-12-19,1,2019-12-20,Сайт,Активный,Игора,12,Стандарт,1
747,1,20191125-6634-54705442,1,14650,0,14650,При заселении,2019-11-01,2019-11-26,2019-11-25,1,2019-11-26,Сайт,Отмена,Игора,1,Коттедж,0
748,1,20200223-6634-54702309,1,8700,0,8700,Гарантия банковской картой,2019-11-01,2020-02-18,2020-02-23,1,2020-02-24,OTA,Отмена,Игора,1,Стандарт,0
749,1,20191115-6634-54697468,1,18906,18906,9453,Банк. карта: Банк Россия (банк. карта),2019-11-01,2019-11-12,2019-11-15,2,2019-11-17,Сайт,Отмена,Игора,1,Апартаменты,0
750,1,20191208-6634-54686693,1,7300,0,7300,Гарантия банковской картой,2019-11-01,2019-12-05,2019-12-08,1,2019-12-09,OTA,Отмена,Игора,1,Стандарт,0
751,1,20191101-6634-54681586,1,8000,8000,8000,Банк. карта: Банк Россия (банк. карта),2019-11-01,,2019-11-01,1,2019-11-02,Сайт,Активный,Игора,1,Стандарт,1
752,1,20191118-6634-54679445,1,27600,0,6900,При заселении,2019-11-01,,2019-11-18,4,2019-11-22,Сайт,Активный,Игора,3,Апартаменты,1
753,1,20191110-6634-54669736,1,5400,0,5400,Гарантия банковской картой,2019-11-01,2019-11-01,2019-11-10,1,2019-11-11,OTA,Отмена,Игора,1,Стандарт,0
754,1,20191101-6634-54668087,1,12550,12550,12550,Банк. карта: Банк Россия (банк. карта),2019-11-01,,2019-11-01,1,2019-11-02,Сайт,Активный,Игора,1,Апартаменты,1
755,1,20191102-6634-54666010,1,14345,14345,7172.5,Банк. карта: Банк Россия (банк. карта),2019-11-01,,2019-11-02,2,2019-11-04,Сайт,Активный,Игора,1,Стандарт,1
757,1,20191104-6634-54651582,1,5600,0,5600,Гарантия банковской картой,2019-10-31,,2019-11-04,1,2019-11-05,OTA,Активный,Игора,1,Стандарт,1
758,1,20200113-6634-54651495,1,116200,0,14525,Гарантия банковской картой,2019-10-31,2020-01-06,2020-01-13,8,2020-01-21,OTA,Отмена,Игора,1,Апартаменты,0
760,1,20191104-6634-54620504,2,11200,0,5600,Гарантия банковской картой,2019-10-31,,2019-11-04,1,2019-11-05,OTA,Активный,Игора,2,Стандарт,1
761,1,20191105-6634-54607813,1,4700,0,4700,Гарантия банковской картой,2019-10-31,,2019-11-05,1,2019-11-06,OTA,Активный,Игора,1,Стандарт,1
762,1,20191110-6634-54604848,1,5400,0,5400,Гарантия банковской картой,2019-10-31,,2019-11-10,1,2019-11-11,OTA,Активный,Игора,1,Стандарт,1
765,1,20191116-6634-54592057,1,19950,19950,19950,Банк. карта: Банк Россия (банк. карта),2019-10-31,,2019-11-16,1,2019-11-17,Сайт,Активный,Игора,3,Коттедж,1
766,1,20191126-6634-54589971,1,5100,0,5100,Гарантия банковской картой,2019-10-31,,2019-11-26,1,2019-11-27,OTA,Активный,Игора,1,Стандарт,1
767,1,20200306-6634-54577268,1,66881,66881,22293.67,Банк. карта: Банк Россия (банк. карта),2019-10-30,2020-02-20,2020-03-06,3,2020-03-09,Сайт,Отмена,Игора,3,Коттедж,0
769,1,20191113-6634-54576212,1,5550,0,5550,При заселении,2019-10-30,2019-10-30,2019-11-13,1,2019-11-14,Сайт,Отмена,Игора,1,Апартаменты,0
770,1,20200128-6634-54554297,1,4900,0,4900,Гарантия банковской картой,2019-10-30,2020-01-24,2020-01-28,1,2020-01-29,OTA,Отмена,Игора,1,Стандарт,0
771,1,20191117-6634-54552327,1,5200,0,5200,Гарантия банковской картой,2019-10-30,2020-01-09,2020-01-12,1,2020-01-13,OTA,Отмена,Игора,1,Стандарт,0
772,1,20191108-6634-54546644,1,18620,18620,9310,Банк. карта: Банк Россия (банк. карта),2019-10-30,,2019-11-08,2,2019-11-10,Сайт,Активный,Игора,2,Апартаменты,1
774,1,20191101-6634-54536624,1,12900,0,12900,Гарантия банковской картой,2019-10-30,2019-10-31,2019-11-01,1,2019-11-02,OTA,Отмена,Игора,1,Апартаменты,0
775,1,20191116-6634-54528480,3,60450,0,10075,При заселении,2019-10-30,2019-11-07,2019-11-16,2,2019-11-18,Сайт,Отмена,Игора,3,Стандарт,0
777,1,20191115-6634-54523463,1,23560,23560,11780,Банк. карта: Банк Россия (банк. карта),2019-10-30,,2019-11-15,2,2019-11-17,Сайт,Активный,Игора,5,Апартаменты,1
779,1,20200217-6634-54504091,1,9800,0,4900,Гарантия банковской картой,2019-10-29,2020-01-30,2020-02-17,2,2020-02-19,OTA,Отмена,Игора,1,Стандарт,0
781,1,20191106-6634-54492667,1,4700,0,4700,При заселении,2019-10-29,2019-11-06,2019-11-06,1,2019-11-07,Сайт,Отмена,Игора,1,Стандарт,0
782,1,20191106-6634-54492402,1,5700,0,5700,При заселении,2019-10-29,2019-11-06,2019-11-06,1,2019-11-07,Сайт,Отмена,Игора,1,Стандарт,0
784,1,20191116-6634-54474839,1,6600,6600,6600,Банк. карта: Банк Россия (банк. карта),2019-10-29,2019-11-13,2019-11-16,1,2019-11-17,Сайт,Отмена,Игора,3,Стандарт,0
785,1,20200223-6634-54469551,1,26600,0,13300,Гарантия банковской картой,2019-10-29,,2020-02-23,2,2020-02-25,OTA,Активный,Игора,1,Апартаменты,1
786,1,20191031-6634-54463957,1,20901,20901,10450.5,Банк. карта: Банк Россия (банк. карта),2019-10-29,,2019-10-31,2,2019-11-02,Сайт,Активный,Игора,3,Апартаменты,1
787,1,20191031-6634-54463546,1,11400,0,11400,Гарантия банковской картой,2019-10-29,,2019-10-31,1,2019-11-01,OTA,Активный,Игора,1,Апартаменты,1
788,1,20191030-6634-54463555,1,6500,0,6500,Гарантия банковской картой,2019-10-29,,2019-10-30,1,2019-10-31,OTA,Активный,Игора,1,Стандарт,1
789,1,20191031-6634-54453126,1,20100,0,20100,При заселении,2019-10-29,,2019-10-31,1,2019-11-01,Сайт,Активный,Игора,4,Коттедж,1
790,1,20200322-6634-54452997,1,43500,0,8700,Гарантия банковской картой,2019-10-29,2020-03-23,2020-03-22,5,2020-03-27,OTA,Отмена,Игора,1,Стандарт,0
792,1,20200125-6634-54433436,1,12920,12920,6460,Банк. карта: Банк Россия (банк. карта),2019-10-28,,2020-01-25,2,2020-01-27,Сайт,Активный,Игора,1,Стандарт,1
793,1,20191030-6634-54415200,1,56859,56859,18953,Банк. карта: Банк Россия (банк. карта),2019-10-28,,2019-10-30,3,2019-11-02,Сайт,Активный,Игора,4,Коттедж,1
795,1,20191122-6634-54392359,1,21470,21470,10735,Банк. карта: Банк Россия (банк. карта),2019-10-28,,2019-11-22,2,2019-11-24,Сайт,Активный,Игора,4,Апартаменты,1
797,1,20191104-6634-54380411,1,5000,0,5000,При заселении,2019-10-28,,2019-11-04,1,2019-11-05,Сайт,Активный,Игора,2,Стандарт,1
798,1,20191214-6634-54375525,1,20200,0,20200,Гарантия банковской картой,2019-10-28,2019-12-10,2019-12-14,1,2019-12-15,OTA,Отмена,Игора,1,Апартаменты,0
799,1,20200210-6634-54364456,1,9800,0,4900,Гарантия банковской картой,2019-10-28,2019-12-27,2020-01-14,2,2020-01-16,OTA,Отмена,Игора,1,Стандарт,0
800,1,20200204-6634-54359038,1,13300,0,13300,Гарантия банковской картой,2019-10-27,,2020-02-04,1,2020-02-05,OTA,Активный,Игора,1,Апартаменты,1
802,1,20191030-6634-54349067,1,10980,0,10980,Гарантия банковской картой,2019-10-27,,2019-10-30,1,2019-10-31,OTA,Активный,Игора,1,Апартаменты,1
804,1,20200113-6634-54342793,1,34800,0,8700,Гарантия банковской картой,2019-10-27,,2020-01-13,4,2020-01-17,OTA,Активный,Игора,1,Стандарт,1
807,1,20191030-6634-54336746,1,24400,0,12200,Гарантия банковской картой,2019-10-27,,2019-10-30,2,2019-11-01,OTA,Активный,Игора,1,Апартаменты,1
808,1,20191028-6634-54335557,1,24400,0,6100,При заселении,2019-10-27,,2019-10-28,4,2019-11-01,Сайт,Активный,Игора,1,Стандарт,1
809,1,20191030-6634-54333788,1,18950,0,18950,При заселении,2019-10-27,,2019-10-30,1,2019-10-31,Сайт,Активный,Игора,3,Коттедж,1
810,1,20191030-6634-54333569,1,17800,0,17800,При заселении,2019-10-27,,2019-10-30,1,2019-10-31,Сайт,Активный,Игора,2,Коттедж,1
811,1,20191030-6634-54333098,1,16650,0,16650,Гарантия банковской картой,2019-10-27,,2019-10-30,1,2019-10-31,OTA,Активный,Игора,1,Коттедж,1
812,1,20191030-6634-54330966,1,37300,0,12433.33,Гарантия банковской картой,2019-10-27,2019-10-29,2019-10-30,3,2019-11-02,OTA,Отмена,Игора,1,Апартаменты,0
814,1,20191123-6634-54326888,1,11685,11685,5842.5,Банк. карта: Банк Россия (банк. карта),2019-10-27,,2019-11-23,2,2019-11-25,Сайт,Активный,Игора,1,Стандарт,1
815,1,20191027-6634-54326436,1,11000,0,11000,Гарантия банковской картой,2019-10-27,2019-10-28,2019-10-27,1,2019-10-28,OTA,Отмена,Игора,1,Апартаменты,0
816,1,20191116-6634-54326009,1,6600,6600,6600,Банк. карта: Банк Россия (банк. карта),2019-10-27,,2019-11-16,1,2019-11-17,Сайт,Активный,Игора,1,Стандарт,1
817,1,20191104-6634-54322886,1,5700,0,5700,Гарантия банковской картой,2019-10-27,,2019-11-04,1,2019-11-05,OTA,Активный,Игора,1,Стандарт,1
818,1,20191029-6634-54317323,1,6500,0,6500,При заселении,2019-10-27,2019-10-27,2019-10-29,1,2019-10-30,Сайт,Отмена,Игора,1,Стандарт,0
819,1,20191104-6634-54315265,1,4700,0,4700,При заселении,2019-10-26,,2019-11-04,1,2019-11-05,Сайт,Активный,Игора,2,Стандарт,1
820,1,20191027-6634-54309973,1,5900,0,5900,При заселении,2019-10-26,,2019-10-27,1,2019-10-28,Сайт,Активный,Игора,1,Стандарт,1
821,1,20191028-6634-54306456,1,36600,0,12200,Гарантия банковской картой,2019-10-26,2019-10-27,2019-10-28,3,2019-10-31,OTA,Отмена,Игора,1,Апартаменты,0
823,1,20191121-6634-54301341,1,22400,0,22400,Внешняя система оплаты (С предоплатой),2019-10-26,,2019-11-21,1,2019-11-22,OTA,Активный,Игора,1,Коттедж,1
824,1,20191102-6634-54284168,1,20900,20900,10450,Банк. карта: Банк Россия (банк. карта),2019-10-26,,2019-11-02,2,2019-11-04,Сайт,Активный,Игора,3,Апартаменты,1
826,1,20191026-6634-54290936,1,11700,0,11700,Гарантия банковской картой,2019-10-26,,2019-10-26,1,2019-10-27,OTA,Активный,Игора,1,Апартаменты,1
827,1,20191028-6634-54285689,1,12350,0,6175,При заселении,2019-10-26,,2019-10-28,2,2019-10-30,Сайт,Активный,Игора,1,Стандарт,1
828,1,20191216-6634-54284492,1,25650,25650,12825,Банк. карта: Банк Россия (банк. карта),2019-10-26,,2019-12-16,2,2019-12-18,Сайт,Активный,Игора,3,Стандарт,1
829,1,20191109-6634-54283092,1,14915,14915,7457.5,Банк. карта: Банк Россия (банк. карта),2019-10-26,2019-10-28,2019-11-09,2,2019-11-11,Сайт,Отмена,Игора,2,Апартаменты,0
830,1,20191028-6634-54274598,1,18810,0,9405,При заселении,2019-10-26,,2019-10-28,2,2019-10-30,Сайт,Активный,Игора,2,Апартаменты,1
831,1,20200112-6634-54265654,1,26600,0,13300,Гарантия банковской картой,2019-10-26,2019-12-28,2020-01-12,2,2020-01-14,OTA,Отмена,Игора,1,Апартаменты,0
832,1,20200112-6634-54265616,1,9800,0,4900,Гарантия банковской картой,2019-10-26,2019-12-28,2020-01-12,2,2020-01-14,OTA,Отмена,Игора,1,Стандарт,0
833,1,20191117-6634-54255427,1,27000,0,9000,Гарантия банковской картой,2019-10-25,2019-11-14,2019-11-17,3,2019-11-20,OTA,Отмена,Игора,1,Апартаменты,0
834,1,20191028-6634-54250328,1,78200,0,19550,При заселении,2019-10-25,,2019-10-28,4,2019-11-01,Сайт,Активный,Игора,5,Коттедж,1
835,1,20191104-6634-54244518,1,4700,4700,4700,Банк. карта: Банк Россия (банк. карта),2019-10-25,,2019-11-04,1,2019-11-05,Сайт,Активный,Игора,1,Стандарт,1
837,1,20191125-6634-54228135,1,12730,0,6365,При заселении,2019-10-25,2019-10-25,2019-11-25,2,2019-11-27,Сайт,Отмена,Игора,2,Апартаменты,0
840,1,20191226-6634-54213379,1,6300,6300,6300,Банк. карта: Банк Россия (банк. карта),2019-10-25,,2019-12-26,1,2019-12-27,Сайт,Активный,Игора,1,Стандарт,1
841,1,20191108-6634-54212896,2,45200,0,11300,Гарантия банковской картой,2019-10-25,2019-11-08,2019-11-08,2,2019-11-10,OTA,Отмена,Игора,2,Апартаменты,0
